Entry ID,PDB ID,Resolution (Å),Asym ID,Source Organism,Gene Name,Entry Id (Polymer Entity Identifiers),Accession Code(s),Database Name
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7KRP,7KRP,3.2,,Severe acute respiratory syndrome coronavirus 2,rep,7KRP,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7KRP,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7KRP,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,,7KRP,,
,,,,Severe acute respiratory syndrome coronavirus 2,,7KRP,,
7CXN,7CXN,3.84,,Severe acute respiratory syndrome coronavirus 2,rep,7CXN,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7CXN,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7CXN,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,,7CXN,,
,,,,Severe acute respiratory syndrome coronavirus 2,,7CXN,,
,,,,Severe acute respiratory syndrome coronavirus 2,,7CXN,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7CXN,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7CXM,7CXM,2.9,,Severe acute respiratory syndrome coronavirus 2,rep,7CXM,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7CXM,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7CXM,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,,7CXM,,
,,,,Severe acute respiratory syndrome coronavirus 2,,7CXM,,
,,,,Severe acute respiratory syndrome coronavirus 2,,7CXM,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7CXM,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7LX5,7LX5,3.44,,Vicugna pacos,,7LX5,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7LX5,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Vicugna pacos,,7LX5,,
7KLW,7KLW,2.6,,Severe acute respiratory syndrome coronavirus 2,S,7KLW,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,synthetic construct,,7KLW,,
,,,,synthetic construct,,7KLW,,
7KGK,7KGK,2.6,,Severe acute respiratory syndrome coronavirus 2,S,7KGK,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,synthetic construct,,7KGK,,
7KGJ,7KGJ,2.3,,Severe acute respiratory syndrome coronavirus 2,S,7KGJ,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,synthetic construct,,7KGJ,,
7JWB,7JWB,"6, 3.2",,Homo sapiens,,7JWB,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7JWB,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7CYQ,7CYQ,2.83,,Severe acute respiratory syndrome coronavirus 2,rep,7CYQ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7CYQ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7CYQ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,,7CYQ,,
,,,,Severe acute respiratory syndrome coronavirus 2,,7CYQ,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7CYQ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7CYQ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7LJR,7LJR,3.66,,Severe acute respiratory syndrome coronavirus 2,S,7LJR,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7LJR,,
,,,,Homo sapiens,,7LJR,,
7KS9,7KS9,4.75,,Homo sapiens,,7KS9,,
,,,,Homo sapiens,,7KS9,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7KS9,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7E8F,7E8F,3.18,,Severe acute respiratory syndrome coronavirus 2,S,7E8F,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7E8F,,
,,,,Homo sapiens,,7E8F,,
,,,,Homo sapiens,,7E8F,,
,,,,Homo sapiens,,7E8F,,
,,,,Homo sapiens,,7E8F,,
,,,,Homo sapiens,,7E8F,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7E8F,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7.00E+88,7.00E+88,3.14,,Homo sapiens,,7.00E+88,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7.00E+88,P0DTC2,UniProt
,,,,,2,,,
,,,,Homo sapiens,,7.00E+88,,
7.00E+86,7.00E+86,2.9,,Homo sapiens,,7.00E+86,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7.00E+86,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7.00E+86,,
7DK7,7DK7,9.7,,Mus musculus,,7DK7,,
,,,,Mus musculus,,7DK7,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7DK7,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7DK6,7DK6,4.3,,Severe acute respiratory syndrome coronavirus 2,S,7DK6,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Mus musculus,,7DK6,,
,,,,Mus musculus,,7DK6,,
7DK5,7DK5,13.5,,Severe acute respiratory syndrome coronavirus 2,S,7DK5,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Mus musculus,,7DK5,,
,,,,Mus musculus,,7DK5,,
7DK4,7DK4,3.8,,Mus musculus,,7DK4,,
,,,,Mus musculus,,7DK4,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7DK4,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7DD2,7DD2,5.6,,Severe acute respiratory syndrome coronavirus 2,S,7DD2,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Mus musculus,,7DD2,,
,,,,Mus musculus,,7DD2,,
7DCX,7DCX,5.9,,Mus musculus,,7DCX,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7DCX,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Mus musculus,,7DCX,,
7CH5,7CH5,2.7,,Homo sapiens,,7CH5,,
,,,,Homo sapiens,,7CH5,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7CH5,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7CH4,7CH4,3.15,,Homo sapiens,,7CH4,,
,,,,Homo sapiens,,7CH4,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7CH4,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
6WAQ,6WAQ,2.2,,Lama glama,,6WAQ,,
,,,,Severe acute respiratory syndrome-related coronavirus,S,6WAQ,P59594,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7KDT,7KDT,3.05,,Homo sapiens,TOMM70,7KDT,O94826,UniProt
,,,,,KIAA0719,,,
,,,,,TOM70,,,
,,,,,TOMM70A,,,
,,,,,TOMM70,,,
,,,,,KIAA0719,,,
,,,,,TOM70,,,
,,,,,TOMM70A,,,
,,,,Severe acute respiratory syndrome coronavirus 2,9b,7KDT,P0DTD2,UniProt
,,,,,9b,,,
7CJF,7CJF,2.108,,Homo sapiens,,7CJF,,
,,,,Homo sapiens,,7CJF,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7CJF,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
6XC4,6XC4,2.341,,Severe acute respiratory syndrome coronavirus 2,S,6XC4,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,6XC4,,
,,,,Homo sapiens,,6XC4,,
6XC2,6XC2,3.112,,Severe acute respiratory syndrome coronavirus 2,S,6XC2,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,6XC2,,
,,,,Homo sapiens,,6XC2,,
7JX3,7JX3,2.65,,Homo sapiens,,7JX3,,
,,,,Homo sapiens,,7JX3,,
,,,,Homo sapiens,,7JX3,,
,,,,Homo sapiens,,7JX3,,
,,,,Homo sapiens,,7JX3,,
,,,,Homo sapiens,,7JX3,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7JX3,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7BV2,7BV2,2.5,,Severe acute respiratory syndrome coronavirus 2,rep,7BV2,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7BV2,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7BV2,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,,7BV2,,
,,,,Severe acute respiratory syndrome coronavirus 2,,7BV2,,
7KRO,7KRO,3.6,,Severe acute respiratory syndrome coronavirus 2,rep,7KRO,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7KRO,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7KRO,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7KRO,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,,7KRO,,
,,,,Severe acute respiratory syndrome coronavirus 2,,7KRO,,
7KRN,7KRN,3.4,,Severe acute respiratory syndrome coronavirus 2,rep,7KRN,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,,7KRN,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7KRN,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7KRN,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7KRN,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,,7KRN,,
6XEZ,6XEZ,3.5,,Severe acute respiratory syndrome coronavirus 2,rep,6XEZ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,6XEZ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,6XEZ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,,6XEZ,,
,,,,Severe acute respiratory syndrome coronavirus 2,,6XEZ,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,6XEZ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7P35,7P35,2.256,,Severe acute respiratory syndrome coronavirus 2,ORF1ab,7P35,A0A7L9RWV7,UniProt
,,,,,ORF1ab,,,
7CE0,7CE0,1.5,,Severe acute respiratory syndrome coronavirus 2,N,7CE0,P0DTC9,UniProt
7P40,7P40,3.5,,Severe acute respiratory syndrome coronavirus 2,S,7P40,A0A6N1BWN9,UniProt
,,,,Homo sapiens,,7P40,,
,,,,Homo sapiens,,7P40,,
7CWO,7CWO,3.9,,Severe acute respiratory syndrome coronavirus 2,S,7CWO,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7CWO,,
,,,,Homo sapiens,,7CWO,,
6ACD,6ACD,3.9,,Severe acute respiratory syndrome-related coronavirus,S,6ACD,P59594,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
6ACC,6ACC,3.6,,Severe acute respiratory syndrome-related coronavirus,S,6ACC,P59594,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
5XLR,5XLR,3.8,,Severe acute respiratory syndrome-related coronavirus,S,5XLR,P59594,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
5WRG,5WRG,4.3,,Severe acute respiratory syndrome-related coronavirus,S,5WRG,P59594,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7CTT,7CTT,3.2,,Severe acute respiratory syndrome coronavirus 2,rep,7CTT,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7CTT,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7CTT,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,,7CTT,,
,,,,Severe acute respiratory syndrome coronavirus 2,,7CTT,,
7MKL,7MKL,3.2,,Severe acute respiratory syndrome coronavirus 2,S,7MKL,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Mus musculus,,7MKL,,
,,,,Mus musculus,,7MKL,,
7MF1,7MF1,2.092,,Homo sapiens,,7MF1,,
,,,,Homo sapiens,,7MF1,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7MF1,P0DTC2,UniProt
,,,,,2,,,
7KN5,7KN5,1.87,,Severe acute respiratory syndrome coronavirus 2,S,7KN5,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Vicugna pacos,,7KN5,,
,,,,Vicugna pacos,,7KN5,,
7K9K,7K9K,3.14,,Severe acute respiratory syndrome coronavirus 2,S,7K9K,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Mus musculus,,7K9K,,
,,,,Mus musculus,,7K9K,,
7K90,7K90,3.24,,Severe acute respiratory syndrome coronavirus 2,S,7K90,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7K90,,
,,,,Homo sapiens,,7K90,,
7K8Y,7K8Y,"4.4, 4.4",,Severe acute respiratory syndrome coronavirus 2,S,7K8Y,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7K8Y,,
,,,,Homo sapiens,,7K8Y,,
7K8X,7K8X,"3.9, 3.9",,Severe acute respiratory syndrome coronavirus 2,S,7K8X,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7K8X,,
,,,,Homo sapiens,,7K8X,,
7K8W,7K8W,3.6,,Severe acute respiratory syndrome coronavirus 2,S,7K8W,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7K8W,,
,,,,Homo sapiens,,7K8W,,
7K8V,7K8V,3.8,,Severe acute respiratory syndrome coronavirus 2,S,7K8V,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7K8V,,
,,,,Homo sapiens,,7K8V,,
7K8U,7K8U,3.8,,Severe acute respiratory syndrome coronavirus 2,S,7K8U,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7K8U,,
,,,,Homo sapiens,,7K8U,,
7K8T,7K8T,3.4,,Severe acute respiratory syndrome coronavirus 2,S,7K8T,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7K8T,,
,,,,Homo sapiens,,7K8T,,
7K8S,7K8S,3.4,,Severe acute respiratory syndrome coronavirus 2,S,7K8S,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7K8S,,
,,,,Homo sapiens,,7K8S,,
7K8M,7K8M,3.2,,Homo sapiens,,7K8M,,
,,,,Homo sapiens,,7K8M,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7K8M,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7JWY,7JWY,2.5,,Severe acute respiratory syndrome coronavirus 2,S,7JWY,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7E7Y,7E7Y,2.41,,Homo sapiens,,7E7Y,,
,,,,Homo sapiens,,7E7Y,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7E7Y,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7DZY,7DZY,3.6,,Severe acute respiratory syndrome coronavirus 2,S,7DZY,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7DZY,,
,,,,Homo sapiens,,7DZY,,
7DZX,7DZX,3.53,,Severe acute respiratory syndrome coronavirus 2,S,7DZX,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7DZX,,
,,,,Homo sapiens,,7DZX,,
7DZW,7DZW,3.45,,Severe acute respiratory syndrome coronavirus 2,S,7DZW,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7DD8,7DD8,7.5,,Mus musculus,,7DD8,,
,,,,Mus musculus,,7DD8,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7DD8,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7DCC,7DCC,4.3,,Mus musculus,,7DCC,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7DCC,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Mus musculus,,7DCC,,
7B17,7B17,4.01,,Severe acute respiratory syndrome coronavirus 2,S,7B17,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Vicugna pacos,,7B17,,
,,,,Lama glama,,,,
6XM5,6XM5,3.1,,Severe acute respiratory syndrome coronavirus 2,S,6XM5,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
6XM4,6XM4,2.9,,Severe acute respiratory syndrome coronavirus 2,S,6XM4,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
6XM3,6XM3,2.9,,Severe acute respiratory syndrome coronavirus 2,S,6XM3,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
6XM0,6XM0,2.7,,Severe acute respiratory syndrome coronavirus 2,S,6XM0,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
6XLU,6XLU,2.4,,Severe acute respiratory syndrome coronavirus 2,S,6XLU,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
6XE1,6XE1,2.75,,Homo sapiens,,6XE1,,
,,,,Homo sapiens,,6XE1,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,6XE1,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
6X79,6X79,2.9,,Severe acute respiratory syndrome coronavirus 2,S,6X79,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
2GHW,2GHW,2.3,,Severe acute respiratory syndrome-related coronavirus,S,2GHW,P59594,UniProt
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,scFv,2GHW,Q65ZC9,UniProt
7DEU,7DEU,2.1,,Severe acute respiratory syndrome coronavirus 2,S,7DEU,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Mus musculus,,7DEU,,
7DET,7DET,2.2,,Severe acute respiratory syndrome coronavirus 2,S,7DET,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Mus musculus,,7DET,,
7DEO,7DEO,2.5,,Homo sapiens,,7DEO,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7DEO,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7CHC,7CHC,2.71,,Homo sapiens,,7CHC,,
,,,,Homo sapiens,IGK@,7CHC,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7CHC,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7CHC,,
,,,,Homo sapiens,,7CHC,,
6ZXN,6ZXN,2.93,,Severe acute respiratory syndrome coronavirus 2,S,6ZXN,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Vicugna pacos,,6ZXN,,
6YLA,6YLA,2.42,,Severe acute respiratory syndrome coronavirus 2,S,6YLA,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,6YLA,,
,,,,Homo sapiens,,6YLA,,
6XEY,6XEY,3.25,,Severe acute respiratory syndrome coronavirus 2,S,6XEY,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,6XEY,,
,,,,Homo sapiens,,6XEY,A0A5C2GJG2,UniProt
6XC7,6XC7,2.883,,Severe acute respiratory syndrome coronavirus 2,S,6XC7,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,6XC7,,
,,,,Homo sapiens,,6XC7,,
,,,,Homo sapiens,,6XC7,,
,,,,Homo sapiens,,6XC7,,
6XC3,6XC3,2.698,,Homo sapiens,,6XC3,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,6XC3,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,6XC3,,
,,,,Homo sapiens,,6XC3,,
,,,,Homo sapiens,,6XC3,,
5XES,5XES,,,Severe acute respiratory syndrome-related coronavirus,E,5XES,P59637,UniProt
,,,,,sM,,,
,,,,,4,,,
5XER,5XER,,,Severe acute respiratory syndrome-related coronavirus,E,5XER,P59637,UniProt
,,,,,sM,,,
,,,,,4,,,
6WJI,6WJI,2.052,,Severe acute respiratory syndrome coronavirus 2,N,6WJI,P0DTC9,UniProt
7R98,7R98,2.51,,Severe acute respiratory syndrome coronavirus 2,N,7R98,P0DTC9,UniProt
,,,,Lama glama,,7R98,,
7PHG,7PHG,4.3,,Severe acute respiratory syndrome coronavirus 2,S,7PHG,A0A7S6Y2X1,UniProt
,,,,Homo sapiens,,7PHG,,
,,,,Homo sapiens,,7PHG,,
7N0R,7N0R,1.42,,Severe acute respiratory syndrome coronavirus 2,N,7N0R,P0DTC9,UniProt
,,,,Lama glama,,7N0R,,
7M4R,7M4R,3.65,,Homo sapiens,MPP5,7M4R,Q8N3R9,UniProt
,,,,,PALS1,,,
,,,,Homo sapiens,MPP5,,,
,,,,,PALS1,,,
,,,,Severe acute respiratory syndrome coronavirus 2,E,7M4R,P0DTC4,UniProt
,,,,,4,,,
7L7K,7L7K,3.29,,Severe acute respiratory syndrome coronavirus 2,S,7L7K,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7DX3,7DX3,3.5,,Severe acute respiratory syndrome coronavirus 2,S,7DX3,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7DX1,7DX1,3.1,,Severe acute respiratory syndrome coronavirus 2,S,7DX1,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7DWZ,7DWZ,3.3,,Severe acute respiratory syndrome coronavirus 2,S,7DWZ,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
2GHV,2GHV,2.2,,Severe acute respiratory syndrome-related coronavirus,S,2GHV,P59594,UniProt
,,,,,S,,,
,,,,,2,,,
7R8N,7R8N,3.55,,Severe acute respiratory syndrome coronavirus 2,S,7R8N,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7R8N,,
,,,,Homo sapiens,,7R8N,,
7N0H,7N0H,3.34,,Severe acute respiratory syndrome coronavirus 2,S,7N0H,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,synthetic construct,,7N0H,,
7N0G,7N0G,3.02,,Severe acute respiratory syndrome coronavirus 2,S,7N0G,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,synthetic construct,,7N0G,,
7LOP,7LOP,2.246,,Homo sapiens,,7LOP,,
,,,,Homo sapiens,,7LOP,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7LOP,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7LOP,,
,,,,Homo sapiens,,7LOP,,
7KSG,7KSG,3.33,,Severe acute respiratory syndrome coronavirus 2,S,7KSG,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Lama glama,,7KSG,,
7KJ5,7KJ5,3.6,,Severe acute respiratory syndrome coronavirus 2,S,7KJ5,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7KEC,7KEC,3.84,,Severe acute respiratory syndrome coronavirus 2,S,7KEC,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7KEB,7KEB,3.48,,Severe acute respiratory syndrome coronavirus 2,S,7KEB,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7KEA,7KEA,3.33,,Severe acute respiratory syndrome coronavirus 2,S,7KEA,P0DTC2,UniProt
